dataset,split_contract,biological_target,n_rows,positive_fraction,ecfp_roc_auc,pc_cfrl_full_roc_auc,delta_roc_auc
chembl,target_family,CHEMBL1862,174,0.1896551724137931,0.5950999355254674,0.45003223726627983,-0.14506769825918753
chembl,target_family,CHEMBL1871,462,0.3181818181818182,0.47111543029910374,0.5576071698520678,0.08649173955296408
chembl,target_family,CHEMBL2034,945,0.33121693121693124,0.5754413192057266,0.6563978646823311,0.08095654547660447
chembl,target_family,CHEMBL204,614,0.49348534201954397,0.5647915273842496,0.5474992836904269,-0.017292243693822762
chembl,target_family,CHEMBL214,541,0.43622920517560076,0.6428313420394554,0.7009377604890247,0.05810641844956932
chembl,target_family,CHEMBL2147,120,0.16666666666666666,0.49275,0.526,0.03325
chembl,target_family,CHEMBL219,329,0.4194528875379939,0.5728621291448516,0.5589384627058199,-0.013923666439031646
chembl,target_family,CHEMBL228,555,0.4306306306306306,0.46238281870663633,0.6305611461257349,0.16817832741909855
chembl,target_family,CHEMBL231,594,0.2138047138047138,0.667335480281239,0.712750172823686,0.04541469254244701
chembl,target_family,CHEMBL233,682,0.3724340175953079,0.5827553535948192,0.562495400691736,-0.020259952903083245
chembl,target_family,CHEMBL234,462,0.42857142857142855,0.6110632843587389,0.5910143097643098,-0.020048974594429114
chembl,target_family,CHEMBL236,816,0.5416666666666666,0.527769375952767,0.5145909453867932,-0.013178430565973787
chembl,target_family,CHEMBL237,853,0.5252051582649473,0.499363425925926,0.49887566137566136,-0.0004877645502646133
chembl,target_family,CHEMBL238,400,0.2675,0.5882587477273451,0.6743166087206149,0.08605786099326984
chembl,target_family,CHEMBL244,723,0.48686030428769017,0.5831176488605734,0.5738866086743445,-0.00923104018622889
chembl,target_family,CHEMBL262,142,0.39436619718309857,0.486295681063123,0.456499169435216,-0.029796511627906974
chembl,target_family,CHEMBL264,742,0.3261455525606469,0.4999669421487603,0.5743719008264463,0.07440495867768598
chembl,target_family,CHEMBL2835,1128,0.16666666666666666,0.5837369850611136,0.6218085106382979,0.038071525577184295
chembl,target_family,CHEMBL287,566,0.5265017667844523,0.5721539116498047,0.6624949914855254,0.0903410798357207
chembl,target_family,CHEMBL2971,153,0.16993464052287582,0.5216535433070866,0.617504542701393,0.09585099939430641
chembl,target_family,CHEMBL4005,405,0.2716049382716049,0.4622496147919877,0.4719260400616333,0.009676425269645628
chembl,target_family,CHEMBL4203,91,0.25274725274725274,0.5073529411764706,0.5127877237851662,0.005434782608695676
chembl,target_family,CHEMBL4792,388,0.5747422680412371,0.5140915885310504,0.5384427231960864,0.024351134665036023
