source,split_mode,variant,datasail_run,fold,fold_name,n_train,n_test,train_retention_after_source_purge,train_positive_rate,test_positive_rate,target_overlap_rate,exact_ligand_overlap_rate,scaffold_overlap_rate,exact_pair_overlap_rate,pair_scaffold_overlap_rate,document_source_overlap_rate,assay_source_overlap_rate,train_max_year,test_min_year,roc_auc,pr_auc,balanced_accuracy,f1,mcc,brier,ece_10
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,0,fold0,1731,530,0.9730185497470488,0.4436741767764298,0.4830188679245283,0.7584905660377359,0.0,0.0,0.0,0.0,0.0,0.0,2023,1992,0.5759152600364963,0.5285660374210155,0.6059962363138687,0.5275229357798165,0.2236894129365803,0.2498384273289912,0.1085152997723165
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,0,fold0,1731,530,0.9730185497470488,0.4436741767764298,0.4830188679245283,0.7584905660377359,0.0,0.0,0.0,0.0,0.0,0.0,2023,1992,0.5364535812043796,0.5516169567490162,0.5018390739051095,0.3056300268096514,0.0044315584846384,0.2729266746630747,0.1577626821005119
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,0,fold0,1731,530,0.9730185497470488,0.4436741767764298,0.4830188679245283,0.7584905660377359,0.0,0.0,0.0,0.0,0.0,0.0,2023,1992,0.5111698791058394,0.5780582321494364,0.5488423813868613,0.4110275689223057,0.1099761694927627,0.2652810926425987,0.1172547395499247
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,1,fold1,1196,936,0.8710852148579752,0.3938127090301003,0.5213675213675214,0.7970085470085471,0.0,0.0202991452991453,0.0,0.0106837606837606,0.0,0.0,2015,1992,0.5734160019028104,0.5537809429164047,0.5326405152224825,0.346433770014556,0.0797031777354061,0.25028990869468,0.0636623045509187
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,1,fold1,1196,936,0.8710852148579752,0.3938127090301003,0.5213675213675214,0.7970085470085471,0.0,0.0202991452991453,0.0,0.0106837606837606,0.0,0.0,2015,1992,0.5839523565573771,0.563660689340219,0.577942037470726,0.6548042704626335,0.1668635515393031,0.2459319591956664,0.0547964648049101
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,1,fold1,1196,936,0.8710852148579752,0.3938127090301003,0.5213675213675214,0.7970085470085471,0.0,0.0202991452991453,0.0,0.0106837606837606,0.0,0.0,2015,1992,0.5642518662177987,0.5608173803112206,0.5533884660421545,0.5966958211856171,0.1080013480225752,0.2490362735996332,0.0474742366972132
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,2,fold2,2203,70,0.9839213934792318,0.4580118020880617,0.3571428571428571,1.0,0.0,0.0142857142857142,0.0,0.0142857142857142,0.0,0.0,2023,1992,0.6164444444444446,0.5251754948902372,0.5777777777777778,0.3125,0.2484519974999766,0.2328566291750302,0.1342343645436423
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,2,fold2,2203,70,0.9839213934792318,0.4580118020880617,0.3571428571428571,1.0,0.0,0.0142857142857142,0.0,0.0142857142857142,0.0,0.0,2023,1992,0.4195555555555555,0.3241283474049795,0.4577777777777778,0.2,-0.0986098662604595,0.2511412664063416,0.1134163422243935
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,2,fold2,2203,70,0.9839213934792318,0.4580118020880617,0.3571428571428571,1.0,0.0,0.0142857142857142,0.0,0.0142857142857142,0.0,0.0,2023,1992,0.4782222222222222,0.3419359963187028,0.4466666666666666,0.1951219512195122,-0.1217161238900369,0.247295242070652,0.1226490953138896
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,3,fold3,1643,641,0.9850119904076738,0.4723067559342666,0.3884555382215288,1.0,0.0,0.0405616224648986,0.0,0.0280811232449297,0.0,0.0,2023,1986,0.5663572657978854,0.4699008929579487,0.5416922793213671,0.4017857142857143,0.0878396645413739,0.2427271137792392,0.0993468393215709
