source,split_mode,variant,datasail_run,fold,fold_name,n_train,n_test,train_retention_after_source_purge,train_positive_rate,test_positive_rate,target_overlap_rate,exact_ligand_overlap_rate,scaffold_overlap_rate,exact_pair_overlap_rate,pair_scaffold_overlap_rate,document_source_overlap_rate,assay_source_overlap_rate,train_max_year,test_min_year,roc_auc,pr_auc,balanced_accuracy,f1,mcc,brier,ece_10
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,0,fold0,2333,924,0.9777870913663035,0.30561508786969566,0.29004329004329005,0.25432900432900435,0.0,0.02922077922077922,0.0,0.0,0.0,0.0,2023,1993,0.4967777348016017,0.29859495408927617,0.49905578813250817,0.2567287784679089,-0.002028039546613367,0.25321462788095245,0.20831827471008552
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,0,fold0,2333,924,0.9777870913663035,0.30561508786969566,0.29004329004329005,0.25432900432900435,0.0,0.02922077922077922,0.0,0.0,0.0,0.0,2023,1993,0.5285680970149254,0.30276338475174414,0.535174736075719,0.4266984505363528,0.06570141954902539,0.26992135045110666,0.2515434625667411
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,0,fold0,2333,924,0.9777870913663035,0.30561508786969566,0.29004329004329005,0.25432900432900435,0.0,0.02922077922077922,0.0,0.0,0.0,0.0,2023,1993,0.5833494493993447,0.3344840594144941,0.5569257371678195,0.4564498346196251,0.11186265337805505,0.27078608095509743,0.26011605709146113
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,1,fold1,2252,1042,0.9929453262786596,0.2202486678507993,0.4740882917466411,1.0,0.0,0.003838771593090211,0.0,0.0,0.0,0.0,2019,1987,0.5672153432430037,0.5369170012243207,0.5216909483140755,0.5934765314240255,0.048921292013662014,0.24952930834217016,0.053524631599318265
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,1,fold1,2252,1042,0.9929453262786596,0.2202486678507993,0.4740882917466411,1.0,0.0,0.003838771593090211,0.0,0.0,0.0,0.0,2019,1987,0.38419796684299184,0.4243745286348124,0.4865798339194421,0.24709302325581395,-0.03443046187869954,0.36849769749118555,0.31245298966794
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,1,fold1,2252,1042,0.9929453262786596,0.2202486678507993,0.4740882917466411,1.0,0.0,0.003838771593090211,0.0,0.0,0.0,0.0,2019,1987,0.4498563048553444,0.4462329823888037,0.4703116226838855,0.29726205997392435,-0.06742573927304132,0.2895234977815081,0.167781764451922
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,2,fold2,3104,98,0.9663760896637609,0.3012242268041237,0.4387755102040816,1.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,2023,1992,0.5993657505285411,0.4900016646840409,0.5405919661733616,0.4266666666666667,0.08590900701361721,0.24757190158273468,0.056385858934752786
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,2,fold2,3104,98,0.9663760896637609,0.3012242268041237,0.4387755102040816,1.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,2023,1992,0.5175475687103595,0.4924864110618041,0.5503171247357294,0.5454545454545454,0.10091197959156331,0.2558249069117525,0.10274185270679238
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,2,fold2,3104,98,0.9663760896637609,0.3012242268041237,0.4387755102040816,1.0,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.0,2023,1992,0.6232558139534884,0.532905303090415,0.5477801268498943,0.5360824742268041,0.09533879279096456,0.245027760657351,0.08471827999669679
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,3,fold3,2326,931,0.9777217318200925,0.3882201203783319,0.0966702470461869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2001,0.3815827718324746,0.07672691786242009,0.3885718060509975,0.08712871287128712,-0.13249376475164626,0.2873459431290008,0.4246658925147113
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,3,fold3,2326,931,0.9777217318200925,0.3882201203783319,0.0966702470461869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2001,0.4498414585810543,0.08139699752715905,0.40382481173206497,0.08955223880597014,-0.11569728015919965,0.273023333002578,0.4024571676195372
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,3,fold3,2326,931,0.9777217318200925,0.3882201203783319,0.0966702470461869,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,2001,0.5147707755317744,0.0934157583970141,0.5131919672347734,0.16967509025270758,0.015593420185492335,0.2613754404404538,0.4058078096581325
chembl_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,4,fold4,2962,315,0.9889816360601001,0.2967589466576637,0.3142857142857143,0.9968253968253968,0.0,0.006349206349206349,0.0,0.006349206349206349,0.0,0.0,2023,1999,0.5111298166853723,0.3247765378283059,0.5035774410774411,0.3805668016194332,0.006655150248487783,0.24532884564954466,0.1714573261283693
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,4,fold4,2962,315,0.9889816360601001,0.2967589466576637,0.3142857142857143,0.9968253968253968,0.0,0.006349206349206349,0.0,0.006349206349206349,0.0,0.0,2023,1999,0.6247661803217359,0.39808410436637826,0.5507154882154882,0.3838383838383838,0.10143097643097643,0.2290567247927822,0.14901667696142956
chembl_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,4,fold4,2962,315,0.9889816360601001,0.2967589466576637,0.3142857142857143,0.9968253968253968,0.0,0.006349206349206349,0.0,0.006349206349206349,0.0,0.0,2023,1999,0.6111578750467639,0.38711962466521,0.5523989898989898,0.35428571428571426,0.11370816133873564,0.22811531323298315,0.13302509224130993
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,0,fold0,1785,1274,0.8267716535433071,0.32941176470588235,0.33751962323390894,0.966248037676609,0.0,0.006279434850863423,0.0,0.0031397174254317113,0.0,0.0,-1,-1,0.476916400308608,0.32153519774221007,0.4866719938278409,0.25718194254445964,-0.02967296634579354,0.24640335490789989,0.1433268215864008
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,0,fold0,1785,1274,0.8267716535433071,0.32941176470588235,0.33751962323390894,0.966248037676609,0.0,0.006279434850863423,0.0,0.0031397174254317113,0.0,0.0,-1,-1,0.5950636503912708,0.4278690197435222,0.5727129945993608,0.46010362694300516,0.1393311967788875,0.23521063215232924,0.12551738672671925
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,0,fold0,1785,1274,0.8267716535433071,0.32941176470588235,0.33751962323390894,0.966248037676609,0.0,0.006279434850863423,0.0,0.0031397174254317113,0.0,0.0,-1,-1,0.5866843932547118,0.41008122130567265,0.5652540504794444,0.44656084656084655,0.12575301863752575,0.23705233251492047,0.12419342924511788
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,1,fold1,3355,59,0.9943687018375815,0.3323397913561848,0.3050847457627119,1.0,0.0,0.0847457627118644,0.0,0.01694915254237288,0.0,0.0,-1,-1,0.46612466124661245,0.3351821602887495,0.46476964769647694,0.23529411764705882,-0.07297614933293468,0.2591913790135373,0.215138904118942
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,1,fold1,3355,59,0.9943687018375815,0.3323397913561848,0.3050847457627119,1.0,0.0,0.0847457627118644,0.0,0.01694915254237288,0.0,0.0,-1,-1,0.584010840108401,0.40743010653669354,0.5548780487804879,0.4186046511627907,0.10226979257560698,0.24262776599481833,0.18351369995181846
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,1,fold1,3355,59,0.9943687018375815,0.3323397913561848,0.3050847457627119,1.0,0.0,0.0847457627118644,0.0,0.01694915254237288,0.0,0.0,-1,-1,0.6327913279132792,0.43177454958500716,0.5948509485094851,0.46511627906976744,0.1767626044516664,0.23942060230087547,0.1901278182611627
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,2,fold2,3083,195,0.9521309450277949,0.3311709373986377,0.40512820512820513,0.9948717948717949,0.0,0.02564102564102564,0.0,0.005128205128205128,0.0,0.0,-1,-1,0.45471409864687906,0.4107827118389291,0.503601047577477,0.3230769230769231,0.008045166956619497,0.25262436616121386,0.10697280260232776
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,2,fold2,3083,195,0.9521309450277949,0.3311709373986377,0.40512820512820513,0.9948717948717949,0.0,0.02564102564102564,0.0,0.005128205128205128,0.0,0.0,-1,-1,0.5720209515495416,0.4631306281224179,0.5353557398515931,0.47674418604651164,0.06950097632605308,0.24663390123461887,0.09909912806290845
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,2,fold2,3083,195,0.9521309450277949,0.3311709373986377,0.40512820512820513,0.9948717948717949,0.0,0.02564102564102564,0.0,0.005128205128205128,0.0,0.0,-1,-1,0.6384766477520734,0.518600911100384,0.628819292885203,0.5828571428571429,0.25298818131837103,0.23815401807516548,0.09060744108297884
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,3,fold3,2013,1254,0.9238182652592932,0.32687531048186785,0.33413078149920256,0.9936204146730463,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.5196418618610036,0.33615313886215054,0.5050290826461635,0.2537764350453172,0.012003013733762533,0.2478308831528485,0.15356231151680438
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,3,fold3,2013,1254,0.9238182652592932,0.32687531048186785,0.33413078149920256,0.9936204146730463,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.5475097537621654,0.393267025479193,0.5446000600231518,0.4330949948927477,0.08463342944483018,0.24895347843226104,0.15980227700355903
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,3,fold3,2013,1254,0.9238182652592932,0.32687531048186785,0.33413078149920256,0.9936204146730463,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.5452303031169166,0.38006093952373254,0.5278078687493748,0.4253658536585366,0.05249574879156958,0.25181613897334787,0.1672741096270712
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,4,fold4,2633,651,0.9464414090582315,0.33573870110140525,0.2980030721966206,0.9907834101382489,0.0,0.006144393241167435,0.0,0.004608294930875576,0.0,0.0,-1,-1,0.5371483678855827,0.3211914123961038,0.5293994901757315,0.26174496644295303,0.073403780371257,0.24602167940127476,0.19097776049476248
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,4,fold4,2633,651,0.9464414090582315,0.33573870110140525,0.2980030721966206,0.9907834101382489,0.0,0.006144393241167435,0.0,0.004608294930875576,0.0,0.0,-1,-1,0.6066852399106679,0.37515369926534636,0.5877078210652169,0.42159383033419023,0.1751570231340356,0.2259585563413627,0.15122739712031025
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,4,fold4,2633,651,0.9464414090582315,0.33573870110140525,0.2980030721966206,0.9907834101382489,0.0,0.006144393241167435,0.0,0.004608294930875576,0.0,0.0,-1,-1,0.5939791107401475,0.36284607215963316,0.5795134110852941,0.40214477211796246,0.16290403093667194,0.22874282332167736,0.15461612113976078
