source,split_mode,variant,datasail_run,fold,fold_name,n_train,n_test,train_retention_after_source_purge,train_positive_rate,test_positive_rate,target_overlap_rate,exact_ligand_overlap_rate,scaffold_overlap_rate,exact_pair_overlap_rate,pair_scaffold_overlap_rate,document_source_overlap_rate,assay_source_overlap_rate,train_max_year,test_min_year,roc_auc,pr_auc,balanced_accuracy,f1,mcc,brier,ece_10
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,0,fold0,1699,1707,0.7999058380414312,0.33431430253090055,0.17457527826596367,0.961335676625659,0.0,0.0035149384885764497,0.0,0.0023432923257176333,0.0,0.0,-1,-1,0.5008168961755922,0.19622064078747964,0.5174989639946461,0.17373737373737375,0.04157998947734102,0.2281679753574628,0.2871709813412408
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,0,fold0,1699,1707,0.7999058380414312,0.33431430253090055,0.17457527826596367,0.961335676625659,0.0,0.0035149384885764497,0.0,0.0023432923257176333,0.0,0.0,-1,-1,0.6586338542733435,0.34181515519419614,0.5934536369741975,0.32645403377110693,0.20592164351049114,0.17457630837821297,0.19995715070622808
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,0,fold0,1699,1707,0.7999058380414312,0.33431430253090055,0.17457527826596367,0.961335676625659,0.0,0.0035149384885764497,0.0,0.0023432923257176333,0.0,0.0,-1,-1,0.6963777918558072,0.3473905933526115,0.6015844927860685,0.34146341463414637,0.22383768451368477,0.168296109866668,0.18779184832060344
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,1,fold1,3110,648,0.9770656613257933,0.23279742765273312,0.5200617283950617,1.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,-1,-1,0.4666243666930644,0.49999187264645784,0.46343278597803583,0.57356608478803,-0.08116428981301409,0.2556125489362444,0.06384244197864593
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,1,fold1,3110,648,0.9770656613257933,0.23279742765273312,0.5200617283950617,1.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,-1,-1,0.6131890045512227,0.60668500779672,0.5862394687377751,0.6284916201117319,0.17487811688845392,0.24179463270374993,0.05535063883404672
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,1,fold1,3110,648,0.9770656613257933,0.23279742765273312,0.5200617283950617,1.0,0.0,0.0015432098765432098,0.0,0.0,0.0,0.0,-1,-1,0.5826042153672941,0.587147313839413,0.5537225566994571,0.5838150289017341,0.10785339660933664,0.24530076929398523,0.03793838210863831
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,3,fold3,2575,1150,0.9604625139873182,0.272621359223301,0.3269565217391304,0.9878260869565217,0.0,0.008695652173913044,0.0,0.006956521739130435,0.0,0.0,-1,-1,0.4891177359942822,0.32570046375596723,0.47736956402221126,0.44684129429892144,-0.0532542699235786,0.2590231039236726,0.1917514107797457
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,3,fold3,2575,1150,0.9604625139873182,0.272621359223301,0.3269565217391304,0.9878260869565217,0.0,0.008695652173913044,0.0,0.006956521739130435,0.0,0.0,-1,-1,0.5498446863488923,0.38421383849791985,0.5255649018637638,0.4435946462715105,0.0486385375669006,0.2718251315340839,0.2192332202973573
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,3,fold3,2575,1150,0.9604625139873182,0.272621359223301,0.3269565217391304,0.9878260869565217,0.0,0.008695652173913044,0.0,0.006956521739130435,0.0,0.0,-1,-1,0.5470734372422893,0.3890387568505987,0.5257160921436033,0.44612476370510395,0.04911161974889,0.27412194137914975,0.22215933983740602
bindingdb_raw,official_datasail_c2_ecfp_source_purged,ecfp_absdiff_xgb,0,4,fold4,3504,303,0.9931972789115646,0.2896689497716895,0.26732673267326734,0.1617161716171617,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.39411633856078304,0.22490633458210132,0.39656322989656323,0.1919191919191919,-0.18805052067452854,0.276601201486456,0.2493598526067073
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_diff_scalars,0,4,fold4,3504,303,0.9931972789115646,0.2896689497716895,0.26732673267326734,0.1617161716171617,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.6166722277833389,0.38296147538600683,0.5855855855855856,0.375,0.1866696543243166,0.22202388565578082,0.18372080349686126
bindingdb_raw,official_datasail_c2_ecfp_source_purged,rich_scalars_only,0,4,fold4,3504,303,0.9931972789115646,0.2896689497716895,0.26732673267326734,0.1617161716171617,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,0.5791346902458014,0.34014149403221294,0.5635635635635636,0.36363636363636365,0.12568849585136585,0.23487120102764394,0.21559009713308253
